sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
2.937;56;;60rounds;Yes;No;2;0.72502;0.87336;0.00000;0.03434;1.59837;BRAMAgent@9938;IAMhaggler2011@9939;0.873358463175054;0.7250163383509155;0.873358463175054;0.7250163383509155;0.0;0.0;0.0;0.0;0.873358463175054;0.7250163383509155;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
1.049;60;;60rounds;Yes;No;2;0.51579;0.92183;0.01614;0.24540;1.43762;Gahboninho@9940;IAMhaggler2011@9941;0.9218291977524644;0.5157887686648467;0.9218291977524644;0.5157887686648467;0.0;0.0;0.0;0.0;0.9218291977524644;0.5157887686648467;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.260;20;;60rounds;Yes;No;2;0.77612;0.81602;0.00000;0.04286;1.59214;IAMhaggler@9942;IAMhaggler2011@9943;0.8160150261638979;0.7761239643974466;0.8160150261638979;0.7761239643974466;0.0;0.0;0.0;0.0;0.8160150261638979;0.7761239643974466;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.891;53;;60rounds;Yes;No;2;0.69554;0.75559;0.04508;0.15496;1.45112;Agent_K@9944;IAMhaggler2011@9945;0.6955378963629142;0.7555862395323811;0.6955378963629142;0.7555862395323811;0.0;0.0;0.0;0.0;0.6955378963629142;0.7555862395323811;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.163;49;;60rounds;Yes;No;2;0.76335;0.82748;0.00000;0.02626;1.59083;BoulwareNegotiationParty@9946;NiceTitForTat@9947;0.827483713566129;0.7633470578858138;0.827483713566129;0.7633470578858138;0.827483713566129;0.0;0.0;0.0;0.827483713566129;0.7633470578858138;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.039;11;;60rounds;Yes;No;2;0.66113;0.78114;0.04074;0.19174;1.44227;ConcederNegotiationParty@9948;NiceTitForTat@9949;0.6611318341562206;0.7811400525556467;0.6611318341562206;0.7811400525556467;0.6611318341562206;0.0;0.0;0.0;0.6611318341562206;0.7811400525556467;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.261;41;;60rounds;Yes;No;2;0.75335;0.80981;0.02031;0.04071;1.56315;Agent21@9950;NiceTitForTat@9951;0.80980573335192;0.7533483748547916;0.80980573335192;0.7533483748547916;0.80980573335192;0.0;0.0;0.0;0.80980573335192;0.7533483748547916;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.095;14;;60rounds;Yes;No;2;0.76335;0.82748;0.00000;0.02626;1.59083;BayesianAgent@9952;NiceTitForTat@9953;0.827483713566129;0.7633470578858138;0.827483713566129;0.7633470578858138;0.0;0.0;0.0;0.0;0.827483713566129;0.7633470578858138;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.734;40;;60rounds;Yes;No;2;0.75057;0.85042;0.00000;0.00000;1.60099;IAMhaggler2011@9954;NiceTitForTat@9955;0.8504210883705916;0.750570151374181;0.8504210883705916;0.750570151374181;0.0;0.0;0.0;0.0;0.8504210883705916;0.750570151374181;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.342;61;;60rounds;Yes;No;2;0.70215;0.76510;0.03594;0.14898;1.46725;NiceTitForTat@9956;NiceTitForTat@9957;0.7021515907270905;0.7650951895994117;0.7021515907270905;0.7650951895994117;0.0;0.0;0.0;0.0;0.7021515907270905;0.7650951895994117;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
